movieId,Year ,title,genres,imdb,Tmdb,Youtubelink,viewCount,likeCount,dislikeCount,commentCount
80586,2010,Flipped (2010),Comedy|Drama|Romance,817177,43949,q40GxY5n2Dg,3596284,41139,381,1602
80588,2010,IMAX: Hubble 3D (2010),Documentary|IMAX,1433813,44992,szbouCS026w,42629,76,7,4
80590,2010,Wall Street: Money Never Sleeps (2010),Drama,1027718,33909,HcMFA2SHES4,349181,793,32,63
80615,2010,Legend of the Guardians: The Owls of Ga'Hoole (2010),Adventure|Animation|Fantasy|IMAX,1219342,41216,0c5gYg3adeI,686080,3043,69,638
80617,2010,Cats & Dogs: The Revenge of Kitty Galore (2010),Action|Children|Comedy,1287468,39691,jK6suPB_vTk,620645,1565,139,127
80655,2010,Amigo (2010),Drama|War,1562847,72913,jDQIpQa2mdk,232231,705,46,307
80680,2010,Monga (2010),Crime|Drama,1604900,40911,ztSLNCNCmM0,358856,387,20,80
80693,2010,It's Kind of a Funny Story (2010),Comedy|Drama,804497,43923,uXU3BDvq-sQ,901336,4690,105,189
80715,2010,Just Like Us (2010),Comedy|Documentary,1511400,159186,TrOaBGZ4MII,13270,55,0,5
80775,2010,Tamara Drewe (2010),Comedy|Drama|Romance,1486190,38961,Clgb2YB9sVU,141671,196,15,6
80779,2010,Every Day (2010),Comedy|Drama,1301990,45077,uE9yc_Az364,250774,684,24,77
80820,2010,My Girlfriend's Boyfriend (2010),Comedy|Romance,1447793,46198,YlD2I8l1xb8,,349,40,7
80831,2010,Let Me In (2010),Drama|Horror|Mystery,1228987,41402,x3guLR8aBpU,20342,144,4,10
80834,2010,Sintel (2010),Animation|Fantasy,1727587,45745,hO-sPzPN3PM,62607,97,10,7
80839,2010,Secretariat (2010),Adventure|Drama,1028576,39486,UKmuvjL2cVw,1883224,2889,120,312
80846,2010,Devil (2010),Horror|Mystery|Thriller,1314655,44040,C7l3nzjHYTg,2824582,4627,378,1692
80858,2010,You Again (2010),Comedy,1414382,38303,S1-UMzt9e34,11061514,23640,696,227
80860,2010,Life as We Know It (2010),Comedy|Romance,1055292,38408,AEa9kbnyzEE,1246779,7242,77,82
80862,2010,Catfish (2010),Documentary|Mystery,1584016,42296,BuE98oeL-e0,1321836,1976,161,684
80864,2010,You Will Meet a Tall Dark Stranger (2010),Comedy|Romance,1182350,38031,BMOpyl14mII,172046,122,26,28
80880,2010,Stone (2010),Drama|Thriller,1423995,44113,evhh3NE3fyw,254449,392,40,93
80906,2010,Inside Job (2010),Documentary,1645089,44639,FzrBurlJUNk,3268491,6897,196,1562
80917,2010,Monsters (2010),Drama|Sci-Fi,1470827,43933,Ol6j9xlQN1w,184081,412,38,47
80928,2010,David Cross: Bigger & Blackerer (2010),Comedy|Documentary,1646887,41994,u8oOPcqe7RM,22768,29,7,9
80939,2010,Conviction (2010),Drama,1244754,45094,NrPtr0aQx3s,2263546,3652,96,846
80941,2010,Dirty Girl (2010),Comedy|Drama,1107319,70695,3DylhbVj8DY,38029,78,11,2
80969,2010,Never Let Me Go (2010),Drama|Romance|Sci-Fi,1334260,42188,sXiRZhDEo8A,14639271,40928,1074,5315
81018,2010,"Illusionist, The (L'illusionniste) (2010)",Animation,775489,41201,BMqpU7lUlLg,420990,2181,22,136
81080,2010,Lost Boys: The Thirst (2010),Horror|Thriller,1400526,46812,zl_I3AD9PtY,715511,978,101,736
81083,2010,Kaboom (2010),Comedy|Sci-Fi,1523483,46837,bkx2k6tkD2g,53898,65,12,8
81111,2010,Peepli Live (2010),Comedy|Drama,1447508,44549,-6GHzXRZGFk,,867,79,28
81132,2010,Rubber (2010),Action|Adventure|Comedy|Crime|Drama|Film-Noir|Horror|Mystery|Thriller|Western,1612774,45649,IVZ0B4iDS8w,257615,,,
81138,2010,7 Days (Les 7 jours du talion) (2010),Thriller,445054,39681,ek1ROfMBOdQ,81506,28,1,8
81140,2010,6 Souls (Shelter) (2010),Horror|Mystery|Thriller,1179069,41505,Oo8A6M3mHqU,101987,229,22,15
81156,2010,Jackass 3D (2010),Action|Comedy|Documentary,1116184,16290,WxOGwCH9nTM,1247488,1860,78,220
81158,2010,Restrepo (2010),Documentary|War,1559549,39312,eLMaPOuEA4Q,107265,223,7,30
81162,2010,Road Kill (2010),Horror|Thriller,1241330,42307,ZQxXnHdk84g,297617,203,77,67
81180,2010,30 Days of Night: Dark Days (2010),Horror|Thriller,1320304,42941,DFvGLaEE_RA,31670,67,6,8
81182,2010,No Mercy (Yongseoneun Eupda) (2010),Thriller,1662557,50475,QhHugFH3WFg,124380,195,9,50
81191,2010,Waiting for 'Superman' (2010),Documentary,1566648,39440,yFN0nf6Hqk0,723640,1155,68,741
81229,2010,Red (2010),Action|Comedy,1245526,39514,#NAME?,898772,1692,109,49
81257,2010,In a Better World (Hí€Œ_vnen) (2010),Drama,1340107,44716,LFH3iNE6k6k,6140,3,1,0
81270,2010,My Soul to Take (2010),Horror|Thriller,872230,43931,LjOibAVPQKk,283714,1060,55,152
81330,2010,My Kidnapper (2010),Documentary,1611931,201646,VpfDaTtkIRY,10140,38,2,16
81383,2010,Heartbreaker (L'Arnacoeur) (2010),Comedy|Romance,1465487,41211,fqGIU4L5GUI,26673,75,2,1
81385,2010,Of Gods and Men (Des hommes et des dieux) (2010),Drama,1588337,46332,cPDXEdG4NyM,104945,108,9,23
81398,2010,Eastern Drift (Indigí€Œï¿_ne d'Eurasie) (2010),Drama|Film-Noir|Thriller,1679595,68774,cCmmH7GR1eo,152,2,0,0
81417,2010,Paranormal Activity 2 (2010),Horror|IMAX,1536044,41436,07XbSk7Rjt4,18830299,11798,1852,7268
81424,2010,R (2010),Drama,1434443,49207,kRDQaGiEz1s,97503,42,11,26
81427,2010,Born to Raise Hell (2010),Action,1528718,46103,7xupJiN-EcA,77196,83,16,4
81429,2010,"Maze, The (2010)",Horror,1675758,48016,-6br7vIjYp8,13556,19,9,6
81451,2010,Night Wolf (2010),Action|Horror,1411232,48015,1Pt-0HbWfyE,19509,17,3,0
81456,2010,Heartbeats (Les amours imaginaires) (2010),Drama|Romance,1600524,51241,xW520YUZGPg,91594,200,3,9
81512,2010,Hereafter (2010),Drama|Fantasy,1212419,44603,toJPUHh3EKI,334427,604,26,36
81516,2010,Black Death (2010),Adventure|Drama|Horror|Mystery,1181791,41215,sj3Jw1DLGpA,3874706,4782,295,2499
81520,2010,Undisputed III: Redemption (2010),Action|Crime|Drama,1156466,38234,YIljr581he4,137807,501,25,10
81535,2010,Saw VII 3D - The Final Chapter (2010),Horror|Mystery|Thriller,1477076,41439,xC7yCELivB8,783626,709,86,213
81537,2010,Due Date (2010),Comedy,1231583,41733,Hd_aN0LAgMo,3972468,6457,226,1060
81562,2010,127 Hours (2010),Adventure|Drama|Thriller,1542344,44115,OlhLOWTnVoQ,11514015,30583,713,8439
81564,2010,Megamind (2010),Action|Animation|Children|Comedy|Sci-Fi|IMAX,1001526,38055,6CJUQr4Vs40,1162474,1940,109,364
81591,2010,Black Swan (2010),Drama|Thriller,947798,44214,5jaI1XOB-bs,28023963,50869,2418,14459
81637,2010,"Turtle's Tale: Sammy's Adventures, A (2010)",Adventure|Animation,1230204,49953,Pn-IQJ-BGM0,26062,207,15,45
81639,2010,Jack Goes Boating (2010),Comedy|Romance,1278379,43943,Q1BwBhk9nqM,159300,158,13,23
81641,2010,Fair Game (2010),Drama|Thriller,977855,38363,4SLn4a5W3lY,512485,417,66,163
81711,2010,Scared Shrekless (2010),Adventure|Animation|Comedy,1725156,48466,ZIbHKKXz-BE,161203,211,13,8
81713,2010,Abelar: Tales of an Ancient Empire (Tales of an Ancient Empire) (2010),Fantasy,1136688,47065,oy0WeYBOcEk,257406,229,57,47
81725,2010,How I Ended This Summer (Kak ya provyol etim letom) (2010),Drama,1588875,38325,gEDscq5FGfo,5475,6,0,1
81727,2010,Thieves by Law (Ganavim Ba Hok) (2010),Documentary,1644577,103894,M4svPUQJRJk,6738,18,1,1
81731,2010,"Pillars of the Earth, The (2010)",Drama|Romance|Thriller,1453159,133252,Yd4e1dF_CkM,94724,254,9,20
81744,2010,"King of Fighters, The (2010)",Action|Sci-Fi,1038685,44571,An4vV_aLSzo,42486,35,42,28
81751,2010,Uncle Boonmee Who Can Recall His Past Lives (Loong Boonmee raleuk chat) (2010),Drama|Fantasy,1588895,38368,Jk-EoUb0nvg,464252,1009,35,181
81782,2010,Unstoppable (2010),Action|Drama|Thriller,477080,44048,fyuoIqeL-bc,379369,870,43,112
